unicode	latex
D6EC	\mathsl{\Lambda}
D6EF	\mathsl{\Xi}
D6F1	\mathsl{\Pi}
D6F2	\mathsl{\Rho}
D6F3	\mathsl{\vartheta}
D6F4	\mathsl{\Sigma}
D6F5	\mathsl{\Tau}
D6F6	\mathsl{\Upsilon}
D6F7	\mathsl{\Phi}
D6F8	\mathsl{\Chi}
D6F9	\mathsl{\Psi}
D6FA	\mathsl{\Omega}
D6FB	\mathsl{\nabla}
D6FC	\mathsl{\Alpha}
D6FD	\mathsl{\Beta}
D6FE	\mathsl{\Gamma}
D6FF	\mathsl{\Delta}
D700	\mathsl{\Epsilon}
D701	\mathsl{\Zeta}
D702	\mathsl{\Eta}
D703	\mathsl{\Theta}
D704	\mathsl{\Iota}
D705	\mathsl{\Kappa}
D706	\mathsl{\Lambda}
D709	\mathsl{\Xi}
D70B	\mathsl{\Pi}
D70C	\mathsl{\Rho}
D70D	\mathsl{\varsigma}
D70E	\mathsl{\Sigma}
D70F	\mathsl{\Tau}
D710	\mathsl{\Upsilon}
D711	\mathsl{\Phi}
D712	\mathsl{\Chi}
D713	\mathsl{\Psi}
D714	\mathsl{\Omega}
D715	\partial{}
D716	\in
D717	\mathsl{\vartheta}
D718	\mathsl{\varkappa}
D719	\mathsl{\phi}
D71A	\mathsl{\varrho}
D71B	\mathsl{\varpi}
D71C	\mathbit{\Alpha}
D71D	\mathbit{\Beta}
D71E	\mathbit{\Gamma}
D71F	\mathbit{\Delta}
D720	\mathbit{\Epsilon}
D721	\mathbit{\Zeta}
D722	\mathbit{\Eta}
D723	\mathbit{\Theta}
D724	\mathbit{\Iota}
D725	\mathbit{\Kappa}
D726	\mathbit{\Lambda}
D729	\mathbit{\Xi}
D72B	\mathbit{\Pi}
D72C	\mathbit{\Rho}
D72D	\mathbit{O}
D72E	\mathbit{\Sigma}
D72F	\mathbit{\Tau}
D730	\mathbit{\Upsilon}
D731	\mathbit{\Phi}
D732	\mathbit{\Chi}
D733	\mathbit{\Psi}
D734	\mathbit{\Omega}
D735	\mathbit{\nabla}
D736	\mathbit{\Alpha}
D737	\mathbit{\Beta}
D738	\mathbit{\Gamma}
D739	\mathbit{\Delta}
D73A	\mathbit{\Epsilon}
D73B	\mathbit{\Zeta}
D73C	\mathbit{\Eta}
D73D	\mathbit{\Theta}
D73E	\mathbit{\Iota}
D73F	\mathbit{\Kappa}
D740	\mathbit{\Lambda}
D743	\mathbit{\Xi}
D745	\mathbit{\Pi}
D746	\mathbit{\Rho}
D747	\mathbit{\varsigma}
D748	\mathbit{\Sigma}
D749	\mathbit{\Tau}
D74A	\mathbit{\Upsilon}
D74B	\mathbit{\Phi}
D74C	\mathbit{\Chi}
D74D	\mathbit{\Psi}
D74E	\mathbit{\Omega}
D74F	\partial{}
D750	\in
D751	\mathbit{\vartheta}
D752	\mathbit{\varkappa}
D753	\mathbit{\phi}
D754	\mathbit{\varrho}
D755	\mathbit{\varpi}
D756	\mathsfbf{\Alpha}
D757	\mathsfbf{\Beta}
D758	\mathsfbf{\Gamma}
D759	\mathsfbf{\Delta}
D75A	\mathsfbf{\Epsilon}
D75B	\mathsfbf{\Zeta}
D75C	\mathsfbf{\Eta}
D75D	\mathsfbf{\Theta}
D75E	\mathsfbf{\Iota}
D75F	\mathsfbf{\Kappa}
D760	\mathsfbf{\Lambda}
D763	\mathsfbf{\Xi}
D765	\mathsfbf{\Pi}
D766	\mathsfbf{\Rho}
D767	\mathsfbf{\vartheta}
D768	\mathsfbf{\Sigma}
D769	\mathsfbf{\Tau}
D76A	\mathsfbf{\Upsilon}
D76B	\mathsfbf{\Phi}
D76C	\mathsfbf{\Chi}
D76D	\mathsfbf{\Psi}
D76E	\mathsfbf{\Omega}
D76F	\mathsfbf{\nabla}
D770	\mathsfbf{\Alpha}
D771	\mathsfbf{\Beta}
D772	\mathsfbf{\Gamma}
D773	\mathsfbf{\Delta}
D774	\mathsfbf{\Epsilon}
D775	\mathsfbf{\Zeta}
D776	\mathsfbf{\Eta}
D777	\mathsfbf{\Theta}
D778	\mathsfbf{\Iota}
D779	\mathsfbf{\Kappa}
D77A	\mathsfbf{\Lambda}
D77D	\mathsfbf{\Xi}
D77F	\mathsfbf{\Pi}
D780	\mathsfbf{\Rho}
D781	\mathsfbf{\varsigma}
D782	\mathsfbf{\Sigma}
D783	\mathsfbf{\Tau}
D784	\mathsfbf{\Upsilon}
D785	\mathsfbf{\Phi}
D786	\mathsfbf{\Chi}
D787	\mathsfbf{\Psi}
D788	\mathsfbf{\Omega}
D789	\partial{}
D78A	\in
D78B	\mathsfbf{\vartheta}
D78C	\mathsfbf{\varkappa}
D78D	\mathsfbf{\phi}
D78E	\mathsfbf{\varrho}
D78F	\mathsfbf{\varpi}
D790	\mathsfbfsl{\Alpha}
D791	\mathsfbfsl{\Beta}
D792	\mathsfbfsl{\Gamma}
D793	\mathsfbfsl{\Delta}
D794	\mathsfbfsl{\Epsilon}
D795	\mathsfbfsl{\Zeta}
D796	\mathsfbfsl{\Eta}
D797	\mathsfbfsl{\vartheta}
D798	\mathsfbfsl{\Iota}
D799	\mathsfbfsl{\Kappa}
D79A	\mathsfbfsl{\Lambda}
D79D	\mathsfbfsl{\Xi}
D79F	\mathsfbfsl{\Pi}
D7A0	\mathsfbfsl{\Rho}
D7A1	\mathsfbfsl{\vartheta}
D7A2	\mathsfbfsl{\Sigma}
D7A3	\mathsfbfsl{\Tau}
D7A4	\mathsfbfsl{\Upsilon}
D7A5	\mathsfbfsl{\Phi}
D7A6	\mathsfbfsl{\Chi}
D7A7	\mathsfbfsl{\Psi}
D7A8	\mathsfbfsl{\Omega}
D7A9	\mathsfbfsl{\nabla}
D7AA	\mathsfbfsl{\Alpha}
D7AB	\mathsfbfsl{\Beta}
D7AC	\mathsfbfsl{\Gamma}
D7AD	\mathsfbfsl{\Delta}
D7AE	\mathsfbfsl{\Epsilon}
D7AF	\mathsfbfsl{\Zeta}
D7B0	\mathsfbfsl{\Eta}
D7B1	\mathsfbfsl{\vartheta}
D7B2	\mathsfbfsl{\Iota}
D7B3	\mathsfbfsl{\Kappa}
D7B4	\mathsfbfsl{\Lambda}
D7B7	\mathsfbfsl{\Xi}
D7B9	\mathsfbfsl{\Pi}
D7BA	\mathsfbfsl{\Rho}
D7BB	\mathsfbfsl{\varsigma}
D7BC	\mathsfbfsl{\Sigma}
D7BD	\mathsfbfsl{\Tau}
D7BE	\mathsfbfsl{\Upsilon}
D7BF	\mathsfbfsl{\Phi}
D7C0	\mathsfbfsl{\Chi}
D7C1	\mathsfbfsl{\Psi}
D7C2	\mathsfbfsl{\Omega}
D7C3	\partial{}
D7C4	\in
D7C5	\mathsfbfsl{\vartheta}
D7C6	\mathsfbfsl{\varkappa}
D7C7	\mathsfbfsl{\phi}
D7C8	\mathsfbfsl{\varrho}
D7C9	\mathsfbfsl{\varpi}
D7CE	\mathbf{0}
D7CF	\mathbf{1}
D7D0	\mathbf{2}
D7D1	\mathbf{3}
D7D2	\mathbf{4}
D7D3	\mathbf{5}
D7D4	\mathbf{6}
D7D5	\mathbf{7}
D7D6	\mathbf{8}
D7D7	\mathbf{9}
D7D8	\mathbb{0}
D7D9	\mathbb{1}
D7DA	\mathbb{2}
D7DB	\mathbb{3}
D7DC	\mathbb{4}
D7DD	\mathbb{5}
D7DE	\mathbb{6}
D7DF	\mathbb{7}
D7E0	\mathbb{8}
D7E1	\mathbb{9}
D7E2	\mathsf{0}
D7E3	\mathsf{1}
D7E4	\mathsf{2}
D7E5	\mathsf{3}
D7E6	\mathsf{4}
D7E7	\mathsf{5}
D7E8	\mathsf{6}
D7E9	\mathsf{7}
D7EA	\mathsf{8}
D7EB	\mathsf{9}
D7EC	\mathsfbf{0}
D7ED	\mathsfbf{1}
D7EE	\mathsfbf{2}
D7EF	\mathsfbf{3}
D7F0	\mathsfbf{4}
D7F1	\mathsfbf{5}
D7F2	\mathsfbf{6}
D7F3	\mathsfbf{7}
D7F4	\mathsfbf{8}
D7F5	\mathsfbf{9}
D7F6	\mathtt{0}
D7F7	\mathtt{1}
D7F8	\mathtt{2}
D7F9	\mathtt{3}
D7FA	\mathtt{4}
D7FB	\mathtt{5}
D7FC	\mathtt{6}
D7FD	\mathtt{7}
D7FE	\mathtt{8}
D7FF	\mathtt{9}
